'CNPJ';'Outlet';'Cidade';'2017/09';'2017/10';'2017/11';'Total Geral'
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';103;79;9;190
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';116;164;20;300
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';166;166;19;351
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';153;143;14;310
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';163;213;18;393
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';373;331;40;744
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';334;285;48;667
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';62;59;5;125
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';476;482;33;990
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';1;;;1
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';173;184;24;380
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';97;124;15;235
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';179;179;16;373
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';74;69;11;154
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';75;90;8;173
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';110;98;17;224
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';228;215;48;490
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';120;111;17;248
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';117;100;12;229
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';180;162;33;374
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';98;105;7;210
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';153;163;21;337
286000000000;'VENANCIO PRODUTOS FARMACEUTICOS';'DUQUE DE CAXIAS';30;;;30
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';162;185;23;370
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';154;179;9;342
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';225;209;31;464
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';184;183;32;399
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';161;171;19;351
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';294;289;28;610
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';131;114;21;265
286000000000;'DROGARIA VENANCIO';'DUQUE DE CAXIAS';48;61;8;117
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';92;86;16;193
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';45;34;6;84
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';88;84;19;191
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';151;152;24;327
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';184;146;34;364
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';170;150;26;346
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';307;300;35;642
286000000000;'DROGARIA VENANCIO';'NITEROI';61;55;11;126
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';66;61;12;139
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';113;86;13;212
286000000000;'DROGARIA VENANCIO';'NITEROI';80;77;10;167
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';111;84;18;212
286000000000;'DROGARIA VENANCIO';'NITEROI';57;56;9;122
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';66;76;14;155
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';75;107;11;193
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';58;78;8;144
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';70;64;10;143
286000000000;'DROGARIA VENANCIO';'RIO DE JANEIRO';52;49;4;105
286000000000;'DROGARIA VENANCIO';'NOVA IGUACU';31;29;3;63
286000000000;'DROGARIA VENANCIO';'NOVA IGUACU';24;25;4;52
286000000000;'DROGARIA VENANCIO';'NITEROI';41;54;4;99
286000000000;'DROG SAO ROQUE';'BELO HORIZONTE';1;1;;1
287000000000;'DROGARIA LUNA';'MARAGOGI';;1;;1
288000000000;'ADAMS CHIREN WU-ME';'SAO PAULO';1;;;1
291000000000;'DROGARIA MAX';'RIO DE JANEIRO';4;3;;7
291000000000;'DROGARIA MAX';'RIO DE JANEIRO';1;3;;4
296000000000;'DROG DROGANOVA';'PIRACANJUBA';2;;;2
297000000000;'DIRCE MARIA ROCHA DE SOUZ';'NOVA AURORA';1;;;1
298000000000;'DROGANOVA';'DESCALVADO';;6;;6
301000000000;'DROG NOVA DE S CRISTOVAO';'CABO FRIO';1;3;;4
308000000000;'DROG NOVA CRUZ';'OSASCO';;1;;1
311000000000;'DROGAFAR DE RESENDE LTDA';'RIO DE JANEIRO';1;1;;1
318000000000;'DROG MORAIS';'CALDAZINHA';;1;;1
321000000000;'DROGARIA MATINHOS';'MATINHOS';1;4;;5
321000000000;'FARMACIA BIG FARMA';'PARANAGUA';1;1;;2
326000000000;'DROGARIA ONOFRI E ALMEIDA';'TEOFILO OTONI';;1;;1
326000000000;'LABOFARMA';'BATALHA';2;1;;3
328000000000;'DROGARIA DOS AMIGOS';'SONORA';1;1;;2
328000000000;'DROG TEIXEIRA';'PIMENTEIRAS';;1;;1
330000000000;'DROG LIDER';'BRASILIA';1;2;;3
330000000000;'FARMABROTAS FARMACIA';'PIRAI DO SUL';;1;;1
330000000000;'DROG GEZEL';'LINHARES';10;2;;12
331000000000;'DROGAINA PRODUTOS FARMACE';'ANAPOLIS';;3;;3
331000000000;'TERSOU FARMACIA';'JACINTO MACHADO';3;3;;6
332000000000;'PHARMASERRA DROGARIA LTDA ME';'SERRA';2;;;2
342000000000;'FARMACIA SAO CIRO';'CAXIAS DO SUL';1;;;1
346000000000;'FARM. EZITE DE SAO JOAO L';'SAO JOAO DE MERITI';2;;1;3
347000000000;'FCIA FENIX';'CURITIBA';2;3;;5
350000000000;'BIOATIVA FARMACIA DE MANIPULACAO';'SAO MATEUS';1;;;1
350000000000;'DISTRIBUIDORA HOSP RIO';'NILOPOLIS';1;;;1
353000000000;'DROG FLORENCA';'ARARAS';13;14;9;36
355000000000;'DROG DROGALAR';'BRASILIA';1;2;;2
355000000000;'DROG TATYFARM LTDA ME';'SAO PAULO';;1;;1
355000000000;'DROGARIA MACEMBU LTDA. ME';'RIO DE JANEIRO';3;1;;3
358000000000;'FARMACIA MANU';'SALVADOR';2;1;;3
358000000000;'FCIA RICK DE BOTAFOGO';'RIO DE JANEIRO';1;;;1
360000000000;'DROGARIA AVENIDA';'TAQUARITINGA';1;1;;2
360000000000;'DROGALESSI LTDA.';'SAO PAULO';;3;;3
361000000000;'FARMACIA REAL';'TEIXEIRA DE FREITAS';;1;;1
366000000000;'FCIA UNIMED MEDICAMENTOS';'ANDRADAS';5;3;;8
367000000000;'FARMACIA SAO BENTO';'ITAPIPOCA';1;;;1
367000000000;'FARMACIA FARMA MEL';'ANDRADINA';2;2;;4
367000000000;'FARMAXIMA SAO VICENTE';'LOUVEIRA';1;;;1
369000000000;'DROG SAO RAFAEL';'BRASILIA';27;20;;46
372000000000;'DROGARIA BRASIL';'BRASILIA';5;17;4;25
372000000000;'DROGARIA BRASIL';'BRASILIA';15;10;4;28
372000000000;'DROGARIA BRASIL';'BRASILIA';2;4;1;7
372000000000;'DROGARIA BRASIL';'BRASILIA';5;11;3;19
372000000000;'DROGARIA BRASIL';'BRASILIA';3;3;1;7
372000000000;'DROGARIA BRASIL';'BRASILIA';3;6;;9
372000000000;'DROGARIA BRASIL';'BRASILIA';;5;1;6
372000000000;'DROGARIA BRASIL';'BRASILIA';5;13;4;22
372000000000;'DROGARIA BRASIL';'BRASILIA';5;4;1;9
372000000000;'DROGARIA BRASIL';'BRASILIA';1;4;1;6
372000000000;'DROGARIA BRASIL';'BRASILIA';3;17;3;23
372000000000;'DROGARIA BRASIL';'BRASILIA';8;8;1;17
372000000000;'DROGARIA BRASIL';'BRASILIA';;2;2;4
372000000000;'DROGARIA BRASIL';'BRASILIA';2;16;6;24
372000000000;'DROGARIA BRASIL';'BRASILIA';7;18;7;31
372000000000;'DROGARIA BRASIL';'BRASILIA';6;5;2;13
375000000000;'DROG CRISTO REDENTOR';'PATOS DE MINAS';;1;;1
375000000000;'NOSSA FARMACIA';'ITAPORANGA DAJUDA';1;2;;3
375000000000;'FARMACIA JADIR PEREIRA';'PIATA';5;6;1;12
378000000000;'DROG E PERF LINA LTDA';'SAO JOSE DO RIO PRETO';;2;;2
379000000000;'DROG SAO SEBASTIAO';'SAO PEDRO DOS FERROS';;1;;1
386000000000;'DROGARIA VICCHIETTI';'SAO PAULO';;1;;1
387000000000;'DROGAMAIS BIOFARMA';'LONDRINA';1;;;1
388000000000;'DROG CRISTAL';'PETROPOLIS';5;19;;24
388000000000;'DROG SANTA CAROLINA LTDA';'CAMPINAS';1;1;;2
389000000000;'DROG SANTO ANTONIO';'NIOAQUE';;1;;1
394000000000;'GRUPAMENTO DE APOIO DA SAUDE - GAPS';'RIO DE JANEIRO';;;3;3
394000000000;'NUCLEO DO GRUPAMENTO DE APOIO DO DISTRITO FEDERAL';'BRASILIA';;2;;2
402000000000;'FARMACIA CAMPINAS';'NOVA OLINDA';1;1;;2
403000000000;'FCIA DA ECONOMIA';'PONTA GROSSA';1;1;1;2
406000000000;'DROG FUNDIVEST';'ARARAS';4;1;;5
406000000000;'FARMACIA NOSSA SENHORA DE FATIMA';'ABREU E LIMA';4;3;;7
407000000000;'FERNANDEL DROGAS LTDA';'RIO DE JANEIRO';;1;;1
407000000000;'DROG REAL';'SAO BERNARDO DO CAMPO';1;1;;1
408000000000;'FARMACIA SANTA JOANA';'SANTANA DO IPANEMA';;1;;1
409000000000;'DROG O R MESTRINIER LTDA';'SUMARE';1;2;;3
410000000000;'FCIA BERTUCE IV LTDA';'DUQUE DE CAXIAS';2;1;;3
410000000000;'DROG FORMOSA';'FRANCA';1;2;;2
411000000000;'DROGARIA NOSSA SENHORA APARECIDA';'BUENO BRANDAO';1;;;1
412000000000;'DROG GUARUJA LTDA';'RIO DE JANEIRO';5;9;;14
412000000000;'DROGARIA ANGELI';'VILA VELHA';2;1;;3
414000000000;'LELO FARMA';'ARCEBURGO';2;9;;11
420000000000;'FCIA C B M';'PROFESSOR JAMIL';1;;;1
426000000000;'DROGARIA E FARMACIA DE MANIPULACAO SAO BENEDITO';'AGUAI';2;4;;5
427000000000;'DROGARIA SAO SEBASTIAO';'CARMO DA MATA';;;1;1
427000000000;'FCIA APIUNA';'APIUNA';1;;;1
429000000000;'POSTO DE MED. MOTTAS DE T';'TERESOPOLIS';;1;;1
430000000000;'DROG POLIFARMA';'SAPEZAL';2;;;2
430000000000;'FARMACIA SANTOS COSME E DAMIAO';'PEREIRO';;1;;1
433000000000;'FCIA DA PRACA DE CORDEIRO';'CORDEIRO';1;1;;2
433000000000;'ASSOFADI';'SAO JOSE DO RIO PRETO';3;1;;4
441000000000;'DROG LENE';'BRASILIA';11;;;11
441000000000;'DROG ELY DA COSTA PRIMO';'SAO JOAO DE MERITI';;1;;1
443000000000;'DROG BORGES';'ANTONIO CARLOS';1;;;1
447000000000;'CITYFARMA';'DUQUE DE CAXIAS';2;2;;4
448000000000;'FARMACIA TANCREDO NEVES';'JOAO PESSOA';1;;;1
448000000000;'DROGARIA ROSARIO';'BRASILIA';20;17;4;40
448000000000;'DROGARIA ROSARIO';'BRASILIA';28;13;1;42
448000000000;'DROGARIA ROSARIO';'BRASILIA';21;29;2;52
448000000000;'DROGARIA ROSARIO';'BRASILIA';13;31;7;51
448000000000;'DROGARIA ROSARIO';'BRASILIA';18;28;6;52
448000000000;'DROGARIA ROSARIO';'BRASILIA';17;25;9;51
448000000000;'DROGARIA ROSARIO';'BRASILIA';5;14;1;20
448000000000;'DROGARIA ROSARIO';'BRASILIA';8;16;2;26
448000000000;'DROGARIA ROSARIO';'BRASILIA';5;13;1;19
448000000000;'DROGARIA ROSARIO';'BRASILIA';4;9;5;18
448000000000;'DROGARIA ROSARIO';'BRASILIA';3;2;;5
448000000000;'DROGARIA ROSARIO';'BRASILIA';3;2;;5
448000000000;'DROGARIA ROSARIO';'BRASILIA';5;7;;12
448000000000;'DROGARIA ROSARIO';'BRASILIA';6;10;;16
448000000000;'DROGARIA ROSARIO';'BRASILIA';12;26;2;39
448000000000;'DROGARIA ROSARIO';'BRASILIA';15;21;3;38
448000000000;'DROGARIA ROSARIO';'BRASILIA';33;36;8;77
448000000000;'DROGARIA ROSARIO';'BRASILIA';32;29;10;70
448000000000;'DROGARIA ROSARIO';'BRASILIA';13;19;1;33
448000000000;'DROGARIA ROSARIO';'BRASILIA';14;18;;31
448000000000;'DROGARIA ROSARIO';'BRASILIA';1;2;;3
448000000000;'DROGARIA ROSARIO';'BRASILIA';1;1;1;3
448000000000;'DROGARIA ROSARIO';'BRASILIA';4;1;;5
448000000000;'DROGARIA ROSARIO';'BRASILIA';2;5;;7
448000000000;'DROGARIA ROSARIO';'BRASILIA';4;2;;6
448000000000;'DROGARIA ROSARIO';'BRASILIA';4;3;;7
448000000000;'DROGARIA ROSARIO';'BRASILIA';19;15;2;36
448000000000;'DROGARIA ROSARIO';'BRASILIA';15;18;1;34
448000000000;'DROGARIA ROSARIO';'BRASILIA';10;10;;20
448000000000;'DROGARIA ROSARIO';'BRASILIA';8;12;;20
448000000000;'DROGARIA ROSARIO';'BRASILIA';14;35;6;55
448000000000;'DROGARIA ROSARIO';'BRASILIA';15;38;6;59
448000000000;'DROGARIA ROSARIO';'BRASILIA';7;10;1;17
448000000000;'DROGARIA ROSARIO';'BRASILIA';5;12;;17
448000000000;'DROGARIA ROSARIO';'BRASILIA';15;16;4;34
448000000000;'DROGARIA ROSARIO';'BRASILIA';15;12;4;30
448000000000;'DROGARIA ROSARIO';'BRASILIA';4;5;1;10
448000000000;'DROGARIA ROSARIO';'BRASILIA';3;8;2;13
448000000000;'DROGARIA ROSARIO';'BRASILIA';8;14;2;24
448000000000;'DROGARIA ROSARIO';'BRASILIA';13;11;4;28
448000000000;'DROGARIA ROSARIO';'BRASILIA';7;9;1;17
448000000000;'DROGARIA ROSARIO';'BRASILIA';8;9;1;18
448000000000;'DROGARIA ROSARIO';'BRASILIA';10;4;3;17
448000000000;'DROGARIA ROSARIO';'BRASILIA';9;7;4;20
448000000000;'DROGARIA ROSARIO';'BRASILIA';4;5;;8
448000000000;'DROGARIA ROSARIO';'BRASILIA';2;6;;8
448000000000;'DROGARIA ROSARIO';'BRASILIA';2;8;;10
448000000000;'DROGARIA ROSARIO';'BRASILIA';2;8;;9
448000000000;'DROGARIA ROSARIO';'GOIANIA';5;11;1;17
448000000000;'DROGARIA ROSARIO';'GOIANIA';4;12;4;20
448000000000;'DROGARIA ROSARIO';'GOIANIA';3;5;5;12
448000000000;'DROGARIA ROSARIO';'GOIANIA';2;4;3;9
448000000000;'DROGARIA ROSARIO';'APARECIDA DE GOIANIA';4;8;1;12
448000000000;'DROGARIA ROSARIO';'APARECIDA DE GOIANIA';4;12;2;18
448000000000;'DROGARIA ROSARIO';'BRASILIA';6;12;1;19
448000000000;'DROGARIA ROSARIO';'BRASILIA';5;11;3;19
448000000000;'DROGARIA ROSARIO';'BRASILIA';6;11;1;18
448000000000;'DROGARIA ROSARIO';'BRASILIA';3;16;;19
448000000000;'DROGARIA ROSARIO';'GOIANIA';5;4;2;10
448000000000;'DROGARIA ROSARIO';'GOIANIA';6;4;2;12
448000000000;'DROGARIA ROSARIO';'ANAPOLIS';1;2;;3
448000000000;'DROGARIA ROSARIO';'ANAPOLIS';;4;;4
448000000000;'DROGARIA ROSARIO';'CUIABA';;1;;1
448000000000;'DROGARIA ROSARIO';'CUIABA';3;;1;4
448000000000;'DROGARIA ROSARIO';'CUIABA';1;;;1
448000000000;'DROGARIA ROSARIO';'CUIABA';8;;;8
448000000000;'DROGARIA ROSARIO';'CUIABA';8;2;;10
448000000000;'DROGARIA ROSARIO';'CUIABA';;2;;2
448000000000;'DROGARIA ROSARIO';'CUIABA';;2;;2
448000000000;'DROGARIA ROSARIO';'CUIABA';;1;1;2
448000000000;'DROGARIA ROSARIO';'CUIABA';2;;;2
448000000000;'DROGARIA ROSARIO';'CUIABA';1;;;1
448000000000;'DROGARIA ROSARIO';'GOIANIA';10;10;;20
448000000000;'DROGARIA ROSARIO';'GOIANIA';10;14;1;25
448000000000;'DROGARIA ROSARIO';'BRASILIA';14;9;1;23
448000000000;'DROGARIA ROSARIO';'BRASILIA';14;7;;21
448000000000;'DROGARIA ROSARIO';'BRASILIA';5;9;1;15
448000000000;'DROGARIA ROSARIO';'BRASILIA';5;10;1;16
448000000000;'DROGARIA ROSARIO';'BRASILIA';11;9;;19
448000000000;'DROGARIA ROSARIO';'BRASILIA';11;5;1;17
448000000000;'DROGARIA ROSARIO';'BRASILIA';9;12;1;21
448000000000;'DROGARIA ROSARIO';'BRASILIA';5;16;2;22
448000000000;'DROGARIA ROSARIO';'BRASILIA';1;4;;4
448000000000;'DROGARIA ROSARIO';'BRASILIA';1;2;1;4
448000000000;'DROGARIA ROSARIO';'BRASILIA';6;9;;14
448000000000;'DROGARIA ROSARIO';'BRASILIA';7;7;2;16
448000000000;'DROGARIA ROSARIO';'BRASILIA';;1;;1
448000000000;'DROGARIA ROSARIO';'BRASILIA';2;;;2
448000000000;'DROGARIA ROSARIO';'BRASILIA';11;16;;26
448000000000;'DROGARIA ROSARIO';'BRASILIA';14;8;1;23
448000000000;'DROGARIA ROSARIO';'BRASILIA';22;12;;34
448000000000;'DROGARIA ROSARIO';'BRASILIA';6;17;;23
448000000000;'DROGARIA ROSARIO';'BRASILIA';15;20;3;37
448000000000;'DROGARIA ROSARIO';'BRASILIA';11;23;1;34
448000000000;'DROGARIA ROSARIO';'BRASILIA';4;7;;10
448000000000;'DROGARIA ROSARIO';'BRASILIA';2;6;1;9
448000000000;'DROGARIA ROSARIO';'BRASILIA';3;6;;9
448000000000;'DROGARIA ROSARIO';'BRASILIA';2;5;2;9
448000000000;'DROGARIA ROSARIO';'BRASILIA';9;7;1;17
448000000000;'DROGARIA ROSARIO';'BRASILIA';9;10;1;20
448000000000;'DROGARIA ROSARIO';'BRASILIA';8;14;1;23
448000000000;'DROGARIA ROSARIO';'BRASILIA';6;15;;21
448000000000;'DROGARIA ROSARIO';'BRASILIA';5;5;;10
448000000000;'DROGARIA ROSARIO';'BRASILIA';10;4;2;16
448000000000;'DROGARIA ROSARIO';'BRASILIA';11;21;3;35
448000000000;'DROGARIA ROSARIO';'BRASILIA';5;19;2;25
448000000000;'DROGARIA ROSARIO';'BRASILIA';;6;;6
448000000000;'DROGARIA ROSARIO';'BRASILIA';;11;1;12
448000000000;'DROGARIA ROSARIO';'BRASILIA';7;5;;11
448000000000;'DROGARIA ROSARIO';'BRASILIA';5;7;;12
448000000000;'DROGARIA ROSARIO';'BRASILIA';2;4;1;7
448000000000;'DROGARIA ROSARIO';'BRASILIA';2;4;1;7
448000000000;'DROGARIA ROSARIO';'BRASILIA';16;21;1;37
448000000000;'DROGARIA ROSARIO';'BRASILIA';11;27;3;41
448000000000;'DROGARIA ROSARIO';'BRASILIA';5;6;1;12
448000000000;'DROGARIA ROSARIO';'BRASILIA';3;9;;12
448000000000;'DROGARIA ROSARIO';'BRASILIA';4;1;1;6
448000000000;'DROGARIA ROSARIO';'BRASILIA';3;1;;4
448000000000;'DROGARIA ROSARIO';'BRASILIA';9;5;1;14
448000000000;'DROGARIA ROSARIO';'BRASILIA';9;6;;15
448000000000;'DROGARIA ROSARIO';'BRASILIA';14;21;1;35
448000000000;'DROGARIA ROSARIO';'BRASILIA';16;23;3;42
448000000000;'DROGARIA ROSARIO';'BRASILIA';16;16;;32
448000000000;'DROGARIA ROSARIO';'BRASILIA';18;12;2;32
448000000000;'DROGARIA ROSARIO';'BRASILIA';6;10;2;18
448000000000;'DROGARIA ROSARIO';'BRASILIA';8;7;3;18
448000000000;'DROGARIA ROSARIO';'BRASILIA';13;10;2;24
448000000000;'DROGARIA ROSARIO';'BRASILIA';9;12;2;23
448000000000;'DROGARIA ROSARIO';'BRASILIA';19;22;4;45
448000000000;'DROGARIA ROSARIO';'BRASILIA';19;12;8;39
448000000000;'DROGARIA ROSARIO';'BRASILIA';10;13;;22
448000000000;'DROGARIA ROSARIO';'BRASILIA';14;7;2;22
448000000000;'DROGARIA ROSARIO';'BRASILIA';6;11;;17
448000000000;'DROGARIA ROSARIO';'BRASILIA';9;8;;16
448000000000;'DROGARIA ROSARIO';'BRASILIA';8;7;1;16
448000000000;'DROGARIA ROSARIO';'BRASILIA';7;7;1;14
448000000000;'DROGARIA ROSARIO';'BRASILIA';8;2;;10
448000000000;'DROGARIA ROSARIO';'BRASILIA';8;3;;11
448000000000;'DROGARIA ROSARIO';'BRASILIA';13;18;;31
448000000000;'DROGARIA ROSARIO';'BRASILIA';11;20;2;33
448000000000;'DROGARIA ROSARIO';'BRASILIA';9;8;1;18
448000000000;'DROGARIA ROSARIO';'BRASILIA';10;7;;17
448000000000;'DROGARIA ROSARIO';'BRASILIA';3;2;1;6
448000000000;'DROGARIA ROSARIO';'BRASILIA';2;1;;3
448000000000;'DROGARIA ROSARIO';'BRASILIA';11;11;;22
448000000000;'DROGARIA ROSARIO';'BRASILIA';9;10;;19
448000000000;'DROGARIA ROSARIO';'BRASILIA';6;8;;14
448000000000;'DROGARIA ROSARIO';'BRASILIA';5;7;1;13
448000000000;'DROGARIA ROSARIO';'BRASILIA';6;7;;13
448000000000;'DROGARIA ROSARIO';'BRASILIA';4;7;1;11
448000000000;'DROGARIA ROSARIO';'BRASILIA';1;3;;3
448000000000;'DROGARIA ROSARIO';'BRASILIA';;2;1;3
448000000000;'DROGARIA ROSARIO';'BRASILIA';19;23;;42
448000000000;'DROGARIA ROSARIO';'BRASILIA';17;26;5;47
448000000000;'DROGARIA ROSARIO';'BRASILIA';2;9;;10
448000000000;'DROGARIA ROSARIO';'BRASILIA';1;7;1;9
448000000000;'DROGARIA ROSARIO';'BRASILIA';13;20;;32
448000000000;'DROGARIA ROSARIO';'BRASILIA';15;20;2;36
448000000000;'DROGARIA ROSARIO';'LUZIANIA';3;;1;4
448000000000;'DROGARIA ROSARIO';'LUZIANIA';3;1;;4
448000000000;'DROGARIA ROSARIO';'BRASILIA';2;;;2
448000000000;'DROGARIA ROSARIO';'BRASILIA';2;;;2
448000000000;'DROGARIA ROSARIO';'GOIANIA';5;6;3;13
448000000000;'DROGARIA ROSARIO';'GOIANIA';2;9;;10
448000000000;'DROGARIA ROSARIO';'CUIABA';1;3;;4
448000000000;'DROGARIA ROSARIO';'CUIABA';;3;;3
448000000000;'DROGARIA ROSARIO';'BRASILIA';7;5;;12
448000000000;'DROGARIA ROSARIO';'BRASILIA';6;4;1;10
448000000000;'DROGARIA ROSARIO';'BRASILIA';11;6;1;18
448000000000;'DROGARIA ROSARIO';'BRASILIA';7;11;;18
448000000000;'DROGARIA ROSARIO';'GOIANIA';;1;;1
448000000000;'DROGARIA ROSARIO';'GOIANIA';;1;;1
448000000000;'DROGARIA ROSARIO';'BRASILIA';2;7;1;9
448000000000;'DROGARIA ROSARIO';'BRASILIA';1;6;2;9
448000000000;'DROGARIA ROSARIO';'PORANGATU';3;8;3;13
448000000000;'DROGARIA ROSARIO';'PORANGATU';6;6;3;14
448000000000;'DROGARIA ROSARIO';'ARAGUAINA';11;7;2;20
448000000000;'DROGARIA ROSARIO';'ARAGUAINA';12;7;3;22
448000000000;'DROGARIA ROSARIO';'BARRA DO GARCAS';14;10;;24
448000000000;'DROGARIA ROSARIO';'BARRA DO GARCAS';14;8;;22
448000000000;'DROGARIA ROSARIO';'GURUPI';1;4;1;5
448000000000;'DROGARIA ROSARIO';'GURUPI';1;3;;4
448000000000;'DROGARIA ROSARIO';'BRASILIA';10;5;;15
448000000000;'DROGARIA ROSARIO';'BRASILIA';8;7;2;17
448000000000;'DROGARIA ROSARIO';'BRASILIA';3;4;;7
448000000000;'DROGARIA ROSARIO';'BRASILIA';3;4;;7
448000000000;'DROGARIA ROSARIO';'CUIABA';2;2;;4
448000000000;'DROGARIA ROSARIO';'CUIABA';3;;2;5
448000000000;'DROGARIA ROSARIO';'URUACU';3;3;1;6
448000000000;'DROGARIA ROSARIO';'URUACU';7;3;;9
448000000000;'DROGARIA ROSARIO';'BRASILIA';6;9;1;16
448000000000;'DROGARIA ROSARIO';'BRASILIA';1;13;3;17
448000000000;'DROGARIA ROSARIO';'ARAGUAINA';8;10;;18
448000000000;'DROGARIA ROSARIO';'ARAGUAINA';10;11;2;23
448000000000;'DROGARIA ROSARIO';'PARAISO DO TOCANTINS';2;;;2
448000000000;'DROGARIA ROSARIO';'PARAISO DO TOCANTINS';2;1;;2
448000000000;'DROGARIA ROSARIO';'PALMAS';1;;;1
448000000000;'DROGARIA ROSARIO';'PALMAS';2;;;2
448000000000;'DROGARIA ROSARIO';'PALMAS';5;2;;7
448000000000;'DROGARIA ROSARIO';'PALMAS';5;3;;7
448000000000;'DROGARIA ROSARIO';'BRASILIA';2;2;1;5
448000000000;'DROGARIA ROSARIO';'BRASILIA';2;1;1;4
448000000000;'DROGARIA ROSARIO';'PORTO NACIONAL';1;1;;2
448000000000;'DROGARIA ROSARIO';'PORTO NACIONAL';1;;;1
448000000000;'DROGARIA ROSARIO';'CERES';2;3;;4
448000000000;'DROGARIA ROSARIO';'CERES';3;1;2;5
448000000000;'ZANARDI & JOAO LTDA';'SANTA RITA DO PASSA QUATRO';3;1;;4
450000000000;'FARMACIA SANTA CRUZ';'MONSENHOR PAULO';;2;;2
450000000000;'CENTRALFARMA';'LAGOA SANTA';4;5;;9
450000000000;'FCIA NOVAFARMA';'PARAGUACU PAULISTA';1;;;1
451000000000;'FARMACIA DROGAMAXIMA';'CURITIBA';3;1;2;6
451000000000;'FCIA JOSE PAULO DE SOUZA';'CASTANHAL';1;;;1
454000000000;'FARMACIA SAO JOSE';'BENTO GONCALVES';3;2;;5
454000000000;'FARMACIA SAO JOSE';'BENTO GONCALVES';;1;;1
456000000000;'DROGARIA NATIA';'SERRA';;1;;1
456000000000;'DROG PENA';'BRASILIA';;3;;3
456000000000;'FCIA NOSSA SENHORA APARECIDA';'QUATIGUA';1;3;;4
459000000000;'PHARMACIA MOISHA';'SAO SEBASTIAO';;1;;1
466000000000;'FCIA WILSON TENFEN & CIA';'BRACO DO NORTE';1;1;;2
466000000000;'FCIA LEVIFAR LTDA';'TIJUCAS';6;4;;10
469000000000;'DROGARIA HORIZONTE';'BRASILIA';1;1;;2
473000000000;'DROG REAL';'UBERLANDIA';;2;;2
474000000000;'FCIA SANTA LUZIA';'CURITIBA';;9;;9
475000000000;'FARMACIA SALLUS';'SAO JOSE DO OURO';3;;;3
477000000000;'FARMACIAS SAO PAULO';'MARINGA';;2;;2
477000000000;'FARMACIAS SAO PAULO';'SARANDI';;2;;2
477000000000;'FARMACIAS SAO PAULO';'MARINGA';1;1;;2
477000000000;'FARMACIAS SAO PAULO';'MARINGA';1;;;1
477000000000;'FARMACIAS SAO PAULO';'MARINGA';1;2;;3
477000000000;'FARMACIAS SAO PAULO';'MARINGA';1;2;;3
477000000000;'FARMACIAS SAO PAULO';'MARINGA';1;;;1
477000000000;'FARMACIAS SAO PAULO';'MARINGA';;1;;1
477000000000;'FARMACIAS SAO PAULO';'PAICANDU';;1;;1
477000000000;'FARMACIAS SAO PAULO';'MARINGA';;1;;1
477000000000;'FARMACIAS SAO PAULO';'MARINGA';1;2;;2
